"","train","X","Y","Green8_5","Red8_5","Red.Edge8_5","NIR8_5","NDVI8_5","DSM8_5","StdVegHeight8_5","Green7_12","Red7_12","Red.Edge7_12","NIR7_12","NDVI7_12","DSM7_12","StdVegHeight7_12"
"218",4,306688.1737,4994473.6479,0.0500454,0.0323288,0.1449224,0.2237548,0.7286589,178.1286926,0.0041319,0.0793477,0.0527601,0.2060891,0.2716353,0.7286589,178.1286926,0.0188431
"219",4,306732.0344,4994461.2401,0.0810395,0.0495582,0.2245238,0.2921742,0.6954789,179.9760437,0.0429593,0.0906878,0.0617929,0.2578512,0.3426881,0.6954789,179.9760437,0.0285896
"220",4,306818.4962,4994504.9268,0.0479628,0.0330119,0.1506998,0.2612016,0.7849877,179.7663422,0.0033788,0.0548266,0.043204,0.131515,0.1998374,0.7849877,179.7663422,0.0175801
"221",4,306860.1681,4994515.4317,0.0726868,0.0465733,0.2057649,0.2888083,0.7034567,179.2089233,0.0024129,0.1053476,0.0779585,0.2197466,0.2969785,0.7034567,179.2089233,0.002354
"222",3,306855.761,4994493.9063,0.0483613,0.032091,0.0722795,0.0813673,0.4554911,178.9215088,0.0117529,0.028347,0.0202832,0.0267552,0.0320495,0.4554911,178.9215088,0.0074444
"223",2,306927.8022,4994546.077,0.1068364,0.0885651,0.3001001,0.3993359,0.8243343,179.4614563,0.017752,0.1077012,0.1020905,0.2642691,0.3172434,0.8243343,179.4614563,0.0123192
"225",4,306829.0514,4994489.0911,0.0826435,0.0424248,0.3225429,0.4488481,0.8256397,181.9070129,0.1593791,0.0808847,0.0372559,0.2569421,0.3770596,0.8256397,181.9070129,0.0565601
"226",1,306690.3498,4994488.419,0.1266847,0.066794,0.311208,0.400233,0.6920868,177.6945801,0.0001352,0.0894644,0.060183,0.2010533,0.2384929,0.6920868,177.6945801,0.0038976
"227",1,306688.85,4994424.3599,0.0701056,0.0464422,0.1648616,0.1917122,0.5253156,177.8235474,4.39e-05,0.0432012,0.0311628,0.0787345,0.0954883,0.5253156,177.8235474,0.0062113
"228",3,306849.1948,4994415.7934,0.0258229,0.0152613,0.0497502,0.0514388,0.5738223,179.1013031,0.0162217,0.0130034,0.0024351,0.0128247,0.016816,0.5738223,179.1013031,0.1185921
"229",1,306709.7555,4994507.502,0.1117245,0.052245,0.2538657,0.3084224,0.7025837,178.0895996,0.0017491,0.0412077,0.0336664,0.0408853,0.0598904,0.7025837,178.0895996,0.0070321
"230",1,306957.7655,4994524.8651,0.0871057,0.0502844,0.3393776,0.467611,0.7295509,179.2443542,0.0142028,0.1009119,0.0648853,0.3252239,0.4706291,0.7295509,179.2443542,0.0029596
"231",4,306659.458,4994459.9785,0.0557683,0.0410156,0.1181058,0.2102963,0.6523387,177.9681549,0.006553,0.0684067,0.0467306,0.1438818,0.2301453,0.6523387,177.9681549,0.0155134
"232",4,306789.8019,4994500.6743,0.0550363,0.0473191,0.1485247,0.24432,0.6914258,179.7662964,0.0204533,0.0463291,0.0356601,0.1091867,0.1828791,0.6914258,179.7662964,0.0195434
"233",4,306833.1777,4994460.1541,0.0782515,0.0439648,0.2600115,0.3331537,0.7347685,179.1456604,0.0147058,0.0959921,0.0636528,0.2647389,0.3374008,0.7347685,179.1456604,0.0020295
"234",2,306706.9822,4994414.2053,0.1004362,0.0828998,0.2167511,0.2427903,0.4946887,177.9721527,0.0031199,0.0479812,0.0351205,0.0938416,0.1180142,0.4946887,177.9721527,0.0161907
"236",1,306923.6326,4994533.6355,0.1205195,0.0689505,0.3182085,0.4448934,0.7638646,179.1458893,0.0021851,0.139218,0.0848037,0.3912679,0.5144746,0.7638646,179.1458893,0.0135243
"237",2,306715.0169,4994422.6331,0.0889432,0.074504,0.1916572,0.2259424,0.4757035,178.2229309,0.0080339,0.0546495,0.0406847,0.1150567,0.1490952,0.4757035,178.2229309,0.0044197
"238",4,306848.9521,4994558.7719,0.0669021,0.0446878,0.1897919,0.2867831,0.8100736,179.6162109,0.0142944,0.0835088,0.0492099,0.24635,0.335413,0.8100736,179.6162109,0.0003488
"239",4,306772.8927,4994492.6582,0.0615072,0.052167,0.1488233,0.2235286,0.6296179,179.5056763,0.0026859,0.0644745,0.0592093,0.1326984,0.1821314,0.6296179,179.5056763,0.0094361
"240",4,306971.1575,4994522.2479,0.0875469,0.0495502,0.2933909,0.3888794,0.8678004,179.167572,0.0027198,0.1093653,0.0720057,0.2850498,0.3764995,0.8678004,179.167572,0.0331703
"241",2,306829.187,4994424.7085,0.0577508,0.0522838,0.1151426,0.1352917,0.4152048,178.8412781,0.0120935,0.0806713,0.0548826,0.1592694,0.1927037,0.4152048,178.8412781,0.0035302
"242",1,306695.4698,4994479.8243,0.0893534,0.0540706,0.2035554,0.2681801,0.609665,177.9656677,0.0060921,0.1026693,0.0822318,0.2568942,0.323816,0.609665,177.9656677,0.0171661
"243",4,306698.9823,4994477.5632,0.0435218,0.0254336,0.1138413,0.1839538,0.7111121,178.4762268,0.0137489,0.0558335,0.035889,0.1407007,0.2225604,0.7111121,178.4762268,0.0012796
"244",2,306724.3565,4994460.0181,0.098364,0.066119,0.2777718,0.366007,0.598873,178.4863892,0.0210834,0.15696,0.1203201,0.3690748,0.4334299,0.598873,178.4863892,0.0112592
"245",3,306856.0682,4994416.6322,0.0206221,0.0084147,0.0287317,0.0363719,0.5450047,178.9841461,0.0160496,0.0133026,0.0038034,0.014954,0.0188831,0.5450047,178.9841461,0.0381119
"246",4,306793.9064,4994541.6488,0.0571401,0.0452073,0.1423765,0.2265039,0.6961845,179.8154907,0.0397988,0.0482967,0.0348323,0.1140657,0.1834307,0.6961845,179.8154907,0.031074
"247",1,306639.0299,4994495.8091,0.0917605,0.0627901,0.1703227,0.2476941,0.6718973,177.4316101,0.0076151,0.1108689,0.0669964,0.2307796,0.3475363,0.6718973,177.4316101,0.020619
"248",1,306799.8104,4994452.5,0.089435,0.0581729,0.2270704,0.2935032,0.6777427,179.1480713,0.0008515,0.1001748,0.0692163,0.225226,0.2996478,0.6777427,179.1480713,0.0039124
"249",4,306861.5498,4994529.7907,0.054757,0.0311711,0.1893186,0.3156344,0.8323197,179.2427826,0.0115662,0.0923215,0.0588739,0.2396276,0.3654933,0.8323197,179.2427826,0.0076223
"250",2,306743.7346,4994456.0403,0.1234267,0.113199,0.3392937,0.4212003,0.5630178,178.5617218,0.0053964,0.1159764,0.0950866,0.2748146,0.3411949,0.5630178,178.5617218,0.0038353
"251",4,306660.2563,4994464.364,0.0511494,0.0370145,0.1035809,0.1963188,0.6578494,178.202652,0.0069811,0.057786,0.0388415,0.1122945,0.1754104,0.6578494,178.202652,0.0309218
"252",4,306862.313,4994515.296,0.0717196,0.0436983,0.2124133,0.3027707,0.7345378,179.188736,0.0089666,0.1424828,0.105586,0.3207835,0.4108362,0.7345378,179.188736,0.0092443
"253",2,306890.0049,4994524.4768,0.0953548,0.0895644,0.253202,0.2952698,0.5388666,179.0505829,0.0040921,0.1024936,0.0921741,0.2737707,0.3478366,0.5388666,179.0505829,0.0072064
"254",1,306753.1102,4994516.8617,0.0781148,0.0505289,0.2122788,0.3127809,0.7184827,178.859375,0.0048792,0.0791999,0.057664,0.180858,0.2533845,0.7184827,178.859375,0.004595
"255",2,306790.9653,4994411.0405,0.0991478,0.0949371,0.2342865,0.2846667,0.5170033,178.9118958,0.046281,0.142403,0.1082315,0.2949805,0.3606803,0.5170033,178.9118958,0.0514093
"256",2,306694.1568,4994420.0641,0.0834324,0.0713848,0.1505353,0.1886335,0.4316635,177.6863861,0.005712,0.0249361,0.0180713,0.0241736,0.0240888,0.4316635,177.6863861,0.0151402
"257",1,306881.6847,4994515.6911,0.1166559,0.0718241,0.3142192,0.4261718,0.7237616,179.2969971,0.007434,0.1653312,0.1093784,0.4343724,0.535403,0.7237616,179.2969971,0.0066253
"258",1,306948.1026,4994523.855,0.0835164,0.056306,0.2204913,0.2353639,0.5456978,178.8328247,0.0071336,0.0326851,0.019089,0.0440382,0.0685639,0.5456978,178.8328247,0.0042393
"259",4,306913.9206,4994543.6661,0.0549813,0.0348439,0.170394,0.2675646,0.7673707,179.6853943,0.0048079,0.0597367,0.0500897,0.1633032,0.2453178,0.7673707,179.6853943,0.0204759
"260",2,306683.7066,4994488.1814,0.0590044,0.0387625,0.1248886,0.1797894,0.784761,177.9685516,0.0116317,0.0639226,0.0420159,0.135567,0.1820417,0.784761,177.9685516,0.03809
"261",2,306825.0168,4994434.3543,0.0595242,0.0491611,0.0882901,0.1017886,0.3790052,179.0948029,0.0031469,0.0272069,0.016321,0.0321794,0.0441855,0.3790052,179.0948029,0.003747
"262",3,306841.2587,4994527.3117,0.0483335,0.0297168,0.0652644,0.0745155,0.4342935,179.1201019,0.0165294,0.0491121,0.0284511,0.1082052,0.1192759,0.4342935,179.1201019,0.0017658
"263",3,306888.2312,4994471.8139,0.0360487,0.0230537,0.0468514,0.0645228,0.5228089,179.0965118,0.0007732,0.0204868,0.0094026,0.0196841,0.0242624,0.5228089,179.0965118,0.012864
"264",4,306916.1554,4994541.9068,0.0565891,0.0336328,0.2001348,0.3551052,0.8333654,179.5713654,0.0207341,0.062862,0.0438079,0.1970262,0.2912752,0.8333654,179.5713654,0.0061208
"265",4,306650.3636,4994452.6929,0.0601159,0.0432374,0.1381067,0.2459004,0.7152591,178.1081696,0.0183394,0.0600643,0.041451,0.1187254,0.1956362,0.7152591,178.1081696,0.0373024
"266",2,306697.5137,4994420.1397,0.0835672,0.0640003,0.1523031,0.1799758,0.4281228,177.9018707,0.0085721,0.0312423,0.0225643,0.0524256,0.0567782,0.4281228,177.9018707,0.0144554
"267",3,306907.1253,4994480.5863,0.0383242,0.0241741,0.0757618,0.0897572,0.5501792,179.1493835,0.0047144,0.0197732,0.008676,0.025308,0.0277394,0.5501792,179.1493835,0.0215259
"268",2,306868.1684,4994441.1639,0.116016,0.1159763,0.2656552,0.321403,0.4585316,179.0449219,0.0056928,0.0220094,0.010863,0.0256173,0.0283831,0.4585316,179.0449219,0.0044491
